C:\Dell\IMG\center_2020_01_12_13_45_16_304.jpg, C:\Dell\IMG\left_2020_01_12_13_45_16_304.jpg, C:\Dell\IMG\right_2020_01_12_13_45_16_304.jpg, 0, 0, 0, 7.78462E-05
C:\Dell\IMG\center_2020_01_12_13_45_16_407.jpg, C:\Dell\IMG\left_2020_01_12_13_45_16_407.jpg, C:\Dell\IMG\right_2020_01_12_13_45_16_407.jpg, 0, 0, 0, 7.854644E-05
C:\Dell\IMG\center_2020_01_12_13_45_16_517.jpg, C:\Dell\IMG\left_2020_01_12_13_45_16_517.jpg, C:\Dell\IMG\right_2020_01_12_13_45_16_517.jpg, 0, 0, 0, 7.908695E-05
C:\Dell\IMG\center_2020_01_12_13_45_16_625.jpg, C:\Dell\IMG\left_2020_01_12_13_45_16_625.jpg, C:\Dell\IMG\right_2020_01_12_13_45_16_625.jpg, 0, 0, 0, 8.224617E-05
C:\Dell\IMG\center_2020_01_12_13_45_16_739.jpg, C:\Dell\IMG\left_2020_01_12_13_45_16_739.jpg, C:\Dell\IMG\right_2020_01_12_13_45_16_739.jpg, 0, 0.339828, 0, 0.3957191
C:\Dell\IMG\center_2020_01_12_13_45_16_841.jpg, C:\Dell\IMG\left_2020_01_12_13_45_16_841.jpg, C:\Dell\IMG\right_2020_01_12_13_45_16_841.jpg, 0, 0.6139869, 0, 1.100099
C:\Dell\IMG\center_2020_01_12_13_45_16_950.jpg, C:\Dell\IMG\left_2020_01_12_13_45_16_950.jpg, C:\Dell\IMG\right_2020_01_12_13_45_16_950.jpg, 0, 0.9732584, 0, 2.367243
C:\Dell\IMG\center_2020_01_12_13_45_17_059.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_059.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_059.jpg, 0, 1, 0, 3.557393
C:\Dell\IMG\center_2020_01_12_13_45_17_173.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_173.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_173.jpg, -0.3383016, 1, 0, 4.939405
C:\Dell\IMG\center_2020_01_12_13_45_17_283.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_283.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_283.jpg, -0.0386109, 1, 0, 6.093248
C:\Dell\IMG\center_2020_01_12_13_45_17_383.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_383.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_383.jpg, 0, 1, 0, 7.237631
C:\Dell\IMG\center_2020_01_12_13_45_17_483.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_483.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_483.jpg, 0, 1, 0, 8.371961
C:\Dell\IMG\center_2020_01_12_13_45_17_586.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_586.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_586.jpg, 0, 1, 0, 9.495277
C:\Dell\IMG\center_2020_01_12_13_45_17_693.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_693.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_693.jpg, -0.0655392, 1, 0, 10.82779
C:\Dell\IMG\center_2020_01_12_13_45_17_803.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_803.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_803.jpg, -0.3627813, 1, 0, 11.97129
C:\Dell\IMG\center_2020_01_12_13_45_17_914.jpg, C:\Dell\IMG\left_2020_01_12_13_45_17_914.jpg, C:\Dell\IMG\right_2020_01_12_13_45_17_914.jpg, -0.06596247, 1, 0, 13.19342
C:\Dell\IMG\center_2020_01_12_13_45_18_016.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_016.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_016.jpg, 0, 1, 0, 14.22137
C:\Dell\IMG\center_2020_01_12_13_45_18_119.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_119.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_119.jpg, 0, 1, 0, 15.31764
C:\Dell\IMG\center_2020_01_12_13_45_18_227.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_227.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_227.jpg, 0, 1, 0, 16.57635
C:\Dell\IMG\center_2020_01_12_13_45_18_331.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_331.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_331.jpg, -0.3119844, 1, 0, 17.51929
C:\Dell\IMG\center_2020_01_12_13_45_18_442.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_442.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_442.jpg, -0.607608, 1, 0, 18.33862
C:\Dell\IMG\center_2020_01_12_13_45_18_628.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_628.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_628.jpg, -0.09590676, 1, 0, 20.23825
C:\Dell\IMG\center_2020_01_12_13_45_18_778.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_778.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_778.jpg, 0, 1, 0, 21.81224
C:\Dell\IMG\center_2020_01_12_13_45_18_892.jpg, C:\Dell\IMG\left_2020_01_12_13_45_18_892.jpg, C:\Dell\IMG\right_2020_01_12_13_45_18_892.jpg, -0.3526692, 1, 0, 22.89538
C:\Dell\IMG\center_2020_01_12_13_45_19_001.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_001.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_001.jpg, -0.06778288, 1, 0, 23.86079
C:\Dell\IMG\center_2020_01_12_13_45_19_108.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_108.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_108.jpg, 0, 1, 0, 25.0182
C:\Dell\IMG\center_2020_01_12_13_45_19_212.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_212.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_212.jpg, 0, 1, 0, 25.97347
C:\Dell\IMG\center_2020_01_12_13_45_19_314.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_314.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_314.jpg, -0.3069921, 1, 0, 26.83891
C:\Dell\IMG\center_2020_01_12_13_45_19_421.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_421.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_421.jpg, -0.5849337, 1, 0, 27.51114
C:\Dell\IMG\center_2020_01_12_13_45_19_533.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_533.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_533.jpg, -0.2053902, 1, 0, 28.6428
C:\Dell\IMG\center_2020_01_12_13_45_19_639.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_639.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_639.jpg, 0, 1, 0, 29.5414
C:\Dell\IMG\center_2020_01_12_13_45_19_747.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_747.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_747.jpg, 0, 1, 0, 30.18952
C:\Dell\IMG\center_2020_01_12_13_45_19_852.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_852.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_852.jpg, 0, 1, 0, 30.19022
C:\Dell\IMG\center_2020_01_12_13_45_19_955.jpg, C:\Dell\IMG\left_2020_01_12_13_45_19_955.jpg, C:\Dell\IMG\right_2020_01_12_13_45_19_955.jpg, 0, 1, 0, 30.1895
C:\Dell\IMG\center_2020_01_12_13_45_20_060.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_060.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_060.jpg, -0.2761938, 1, 0, 30.17713
C:\Dell\IMG\center_2020_01_12_13_45_20_167.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_167.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_167.jpg, -0.5870625, 1, 0, 30.14095
C:\Dell\IMG\center_2020_01_12_13_45_20_276.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_276.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_276.jpg, -0.3089457, 1, 0, 30.19259
C:\Dell\IMG\center_2020_01_12_13_45_20_389.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_389.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_389.jpg, 0, 1, 0, 30.18909
C:\Dell\IMG\center_2020_01_12_13_45_20_496.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_496.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_496.jpg, 0, 1, 0, 30.19075
C:\Dell\IMG\center_2020_01_12_13_45_20_606.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_606.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_606.jpg, 0, 1, 0, 30.19054
C:\Dell\IMG\center_2020_01_12_13_45_20_713.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_713.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_713.jpg, 0, 1, 0, 30.19031
C:\Dell\IMG\center_2020_01_12_13_45_20_821.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_821.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_821.jpg, 0, 1, 0, 30.19031
C:\Dell\IMG\center_2020_01_12_13_45_20_927.jpg, C:\Dell\IMG\left_2020_01_12_13_45_20_927.jpg, C:\Dell\IMG\right_2020_01_12_13_45_20_927.jpg, 0, 1, 0, 30.19027
C:\Dell\IMG\center_2020_01_12_13_45_21_033.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_033.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_033.jpg, 0, 1, 0, 30.19028
C:\Dell\IMG\center_2020_01_12_13_45_21_139.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_139.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_139.jpg, 0, 1, 0, 30.19027
C:\Dell\IMG\center_2020_01_12_13_45_21_246.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_246.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_246.jpg, -0.2793495, 1, 0, 30.17607
C:\Dell\IMG\center_2020_01_12_13_45_21_355.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_355.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_355.jpg, -0.006059408, 1, 0, 30.19001
C:\Dell\IMG\center_2020_01_12_13_45_21_454.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_454.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_454.jpg, 0, 1, 0, 30.19025
C:\Dell\IMG\center_2020_01_12_13_45_21_558.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_558.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_558.jpg, 0, 1, 0, 30.19031
C:\Dell\IMG\center_2020_01_12_13_45_21_659.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_659.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_659.jpg, 0, 1, 0, 30.19029
C:\Dell\IMG\center_2020_01_12_13_45_21_759.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_759.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_759.jpg, 0, 1, 0, 30.19031
C:\Dell\IMG\center_2020_01_12_13_45_21_866.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_866.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_866.jpg, 0, 1, 0, 30.1903
C:\Dell\IMG\center_2020_01_12_13_45_21_968.jpg, C:\Dell\IMG\left_2020_01_12_13_45_21_968.jpg, C:\Dell\IMG\right_2020_01_12_13_45_21_968.jpg, 0, 1, 0, 30.19032
C:\Dell\IMG\center_2020_01_12_13_45_22_070.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_070.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_070.jpg, -0.3034059, 1, 0, 30.17581
C:\Dell\IMG\center_2020_01_12_13_45_22_171.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_171.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_171.jpg, 0, 1, 0, 30.18933
C:\Dell\IMG\center_2020_01_12_13_45_22_278.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_278.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_278.jpg, 0, 1, 0, 30.19018
C:\Dell\IMG\center_2020_01_12_13_45_22_385.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_385.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_385.jpg, 0, 1, 0, 30.19032
C:\Dell\IMG\center_2020_01_12_13_45_22_486.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_486.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_486.jpg, 0, 1, 0, 30.1903
C:\Dell\IMG\center_2020_01_12_13_45_22_591.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_591.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_591.jpg, 0, 1, 0, 30.19032
C:\Dell\IMG\center_2020_01_12_13_45_22_701.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_701.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_701.jpg, -0.3394221, 1, 0, 30.16863
C:\Dell\IMG\center_2020_01_12_13_45_22_810.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_810.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_810.jpg, -0.6582357, 1, 0, 30.1312
C:\Dell\IMG\center_2020_01_12_13_45_22_916.jpg, C:\Dell\IMG\left_2020_01_12_13_45_22_916.jpg, C:\Dell\IMG\right_2020_01_12_13_45_22_916.jpg, -0.3398496, 1, 0, 30.19166
C:\Dell\IMG\center_2020_01_12_13_45_23_022.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_022.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_022.jpg, -0.02251256, 1, 0, 30.18892
C:\Dell\IMG\center_2020_01_12_13_45_23_133.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_133.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_133.jpg, 0, 1, 0, 30.19018
C:\Dell\IMG\center_2020_01_12_13_45_23_240.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_240.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_240.jpg, 0, 1, 0, 30.19032
C:\Dell\IMG\center_2020_01_12_13_45_23_343.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_343.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_343.jpg, 0, 1, 0, 30.19029
C:\Dell\IMG\center_2020_01_12_13_45_23_446.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_446.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_446.jpg, 0, 1, 0, 30.19028
C:\Dell\IMG\center_2020_01_12_13_45_23_550.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_550.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_550.jpg, 0, 1, 0, 30.19032
C:\Dell\IMG\center_2020_01_12_13_45_23_654.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_654.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_654.jpg, 0, 1, 0, 30.1903
C:\Dell\IMG\center_2020_01_12_13_45_23_758.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_758.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_758.jpg, 0, 1, 0, 30.19029
C:\Dell\IMG\center_2020_01_12_13_45_23_970.jpg, C:\Dell\IMG\left_2020_01_12_13_45_23_970.jpg, C:\Dell\IMG\right_2020_01_12_13_45_23_970.jpg, 0, 1, 0, 30.1903
C:\Dell\IMG\center_2020_01_12_13_45_24_147.jpg, C:\Dell\IMG\left_2020_01_12_13_45_24_147.jpg, C:\Dell\IMG\right_2020_01_12_13_45_24_147.jpg, 0, 1, 0, 30.19033
C:\Dell\IMG\center_2020_01_12_13_45_24_254.jpg, C:\Dell\IMG\left_2020_01_12_13_45_24_254.jpg, C:\Dell\IMG\right_2020_01_12_13_45_24_254.jpg, 0, 1, 0, 30.19032
C:\Dell\IMG\center_2020_01_12_13_45_24_366.jpg, C:\Dell\IMG\left_2020_01_12_13_45_24_366.jpg, C:\Dell\IMG\right_2020_01_12_13_45_24_366.jpg, 0, 1, 0, 30.19028
C:\Dell\IMG\center_2020_01_12_13_45_24_784.jpg, C:\Dell\IMG\left_2020_01_12_13_45_24_784.jpg, C:\Dell\IMG\right_2020_01_12_13_45_24_784.jpg, 0, 1, 0, 30.19028
C:\Dell\IMG\center_2020_01_12_13_45_24_896.jpg, C:\Dell\IMG\left_2020_01_12_13_45_24_896.jpg, C:\Dell\IMG\right_2020_01_12_13_45_24_896.jpg, 0, 1, 0, 30.19031
C:\Dell\IMG\center_2020_01_12_13_45_24_998.jpg, C:\Dell\IMG\left_2020_01_12_13_45_24_998.jpg, C:\Dell\IMG\right_2020_01_12_13_45_24_998.jpg, 0, 1, 0, 30.19029
C:\Dell\IMG\center_2020_01_12_13_45_25_099.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_099.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_099.jpg, 0, 1, 0, 30.1903
C:\Dell\IMG\center_2020_01_12_13_45_25_207.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_207.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_207.jpg, -0.3237045, 1, 0, 30.17119
C:\Dell\IMG\center_2020_01_12_13_45_25_308.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_308.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_308.jpg, -0.6269916, 1, 0, 30.1327
C:\Dell\IMG\center_2020_01_12_13_45_25_417.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_417.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_417.jpg, -0.3002445, 1, 0, 30.1915
C:\Dell\IMG\center_2020_01_12_13_45_25_542.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_542.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_542.jpg, 0, 1, 0, 30.18851
C:\Dell\IMG\center_2020_01_12_13_45_25_648.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_648.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_648.jpg, 0, 1, 0, 30.19018
C:\Dell\IMG\center_2020_01_12_13_45_25_777.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_777.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_777.jpg, -0.3806376, 1, 0, 30.17346
C:\Dell\IMG\center_2020_01_12_13_45_25_883.jpg, C:\Dell\IMG\left_2020_01_12_13_45_25_883.jpg, C:\Dell\IMG\right_2020_01_12_13_45_25_883.jpg, -0.0549072, 1, 0, 30.19112
C:\Dell\IMG\center_2020_01_12_13_45_26_074.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_074.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_074.jpg, 0, 1, 0, 30.18756
C:\Dell\IMG\center_2020_01_12_13_45_26_180.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_180.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_180.jpg, 0, 1, 0, 30.18999
C:\Dell\IMG\center_2020_01_12_13_45_26_288.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_288.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_288.jpg, 0, 1, 0, 30.18989
C:\Dell\IMG\center_2020_01_12_13_45_26_434.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_434.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_434.jpg, 0, 1, 0, 30.18987
C:\Dell\IMG\center_2020_01_12_13_45_26_539.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_539.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_539.jpg, 0.3177315, 1, 0, 30.17201
C:\Dell\IMG\center_2020_01_12_13_45_26_643.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_643.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_643.jpg, 0.002687097, 1, 0, 30.18906
C:\Dell\IMG\center_2020_01_12_13_45_26_747.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_747.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_747.jpg, 0, 1, 0, 30.18993
C:\Dell\IMG\center_2020_01_12_13_45_26_877.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_877.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_877.jpg, 0, 1, 0, 30.18874
C:\Dell\IMG\center_2020_01_12_13_45_26_979.jpg, C:\Dell\IMG\left_2020_01_12_13_45_26_979.jpg, C:\Dell\IMG\right_2020_01_12_13_45_26_979.jpg, 0, 1, 0, 30.19056
C:\Dell\IMG\center_2020_01_12_13_45_27_091.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_091.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_091.jpg, 0, 1, 0, 30.19016
C:\Dell\IMG\center_2020_01_12_13_45_27_197.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_197.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_197.jpg, 0, 1, 0, 30.19072
C:\Dell\IMG\center_2020_01_12_13_45_27_299.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_299.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_299.jpg, 0, 1, 0, 30.1906
C:\Dell\IMG\center_2020_01_12_13_45_27_408.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_408.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_408.jpg, 0, 1, 0, 30.19061
C:\Dell\IMG\center_2020_01_12_13_45_27_519.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_519.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_519.jpg, 0, 1, 0, 30.19062
C:\Dell\IMG\center_2020_01_12_13_45_27_626.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_626.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_626.jpg, 0, 1, 0, 30.19061
C:\Dell\IMG\center_2020_01_12_13_45_27_728.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_728.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_728.jpg, 0, 1, 0, 30.19063
C:\Dell\IMG\center_2020_01_12_13_45_27_831.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_831.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_831.jpg, 0, 1, 0, 30.19059
C:\Dell\IMG\center_2020_01_12_13_45_27_940.jpg, C:\Dell\IMG\left_2020_01_12_13_45_27_940.jpg, C:\Dell\IMG\right_2020_01_12_13_45_27_940.jpg, -0.2991603, 1, 0, 30.17521
C:\Dell\IMG\center_2020_01_12_13_45_28_046.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_046.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_046.jpg, 0, 1, 0, 30.18943
C:\Dell\IMG\center_2020_01_12_13_45_28_148.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_148.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_148.jpg, 0, 1, 0, 30.1898
C:\Dell\IMG\center_2020_01_12_13_45_28_258.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_258.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_258.jpg, 0, 1, 0, 30.18991
C:\Dell\IMG\center_2020_01_12_13_45_28_361.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_361.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_361.jpg, 0, 1, 0, 30.19027
C:\Dell\IMG\center_2020_01_12_13_45_28_464.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_464.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_464.jpg, 0, 1, 0, 30.19031
C:\Dell\IMG\center_2020_01_12_13_45_28_569.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_569.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_569.jpg, -0.3135123, 1, 0, 30.17492
C:\Dell\IMG\center_2020_01_12_13_45_28_676.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_676.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_676.jpg, 0, 1, 0, 30.18934
C:\Dell\IMG\center_2020_01_12_13_45_28_778.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_778.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_778.jpg, 0, 1, 0, 30.1902
C:\Dell\IMG\center_2020_01_12_13_45_28_887.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_887.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_887.jpg, 0, 1, 0, 30.19027
C:\Dell\IMG\center_2020_01_12_13_45_28_992.jpg, C:\Dell\IMG\left_2020_01_12_13_45_28_992.jpg, C:\Dell\IMG\right_2020_01_12_13_45_28_992.jpg, 0, 1, 0, 30.19029
C:\Dell\IMG\center_2020_01_12_13_45_29_097.jpg, C:\Dell\IMG\left_2020_01_12_13_45_29_097.jpg, C:\Dell\IMG\right_2020_01_12_13_45_29_097.jpg, 0, 1, 0, 30.19029
